STATE_UT,DISTRICT,YEAR,LATITUDE,LONGITUDE,TOTAL_IPC_CRIMES,VIOLENT_CRIMES,PROPERTY_CRIMES,WOMEN_CRIMES,ECONOMIC_CRIMES,OTHER_CRIMES,VIOLENT_CRIME_RATIO,PROPERTY_CRIME_RATIO,WOMEN_CRIME_RATIO,ECONOMIC_CRIME_RATIO,DISTRICT_RISK_SCORE,STATE_RISK_SCORE,HIGH_SEVERITY_FLAG,LOCATION_CLUSTER
Delhi,Central,2008,28.65,77.2167,3564,486,2876,185,144,0,0.1364,0.807,0.0519,0.0404,4137.86,4681.51,0,10
Delhi,Crime Branch,2008,20.5937,78.9629,30,2,2,0,14,12,0.0667,0.0667,0.0,0.4667,79.33,4681.51,0,9
Delhi,East,2008,28.6333,77.2833,6214,792,5122,444,142,0,0.1275,0.8243,0.0715,0.0229,4098.04,4681.51,1,10
Delhi,Eow,2008,20.5937,78.9629,170,0,0,0,137,33,0.0,0.0,0.0,0.8059,147.29,4681.51,0,9
Delhi,Grp(Rly),2008,20.5937,78.9629,1693,38,1643,3,12,0,0.0224,0.9705,0.0018,0.0071,1549.5,4681.51,0,9
Delhi,Igi Airport,2008,20.5937,78.9629,530,8,160,2,11,349,0.0151,0.3019,0.0038,0.0208,607.6,4681.51,0,9
Delhi,New Delhi,2008,28.6139,77.209,1859,106,1438,34,148,133,0.057,0.7735,0.0183,0.0796,2077.64,4681.51,0,10
Delhi,North,2008,28.7,77.1833,3113,380,1939,158,140,496,0.1221,0.6229,0.0508,0.045,1501.05,4681.51,0,10
Delhi,North-East,2008,28.7,77.1833,4514,928,3218,330,77,0,0.2056,0.7129,0.0731,0.0171,8014.0,4681.51,0,10
Delhi,North-West,2008,28.7,77.1833,4619,650,3770,260,81,0,0.1407,0.8162,0.0563,0.0175,8221.0,4681.51,0,10
Delhi,Outer,2008,20.5937,78.9629,5334,1123,3991,349,113,0,0.2105,0.7482,0.0654,0.0212,9300.0,4681.51,1,9
Delhi,South,2008,28.5333,77.2,4821,369,4178,210,162,0,0.0765,0.8666,0.0436,0.0336,3385.64,4681.51,0,10
Delhi,South-East,2008,28.5333,77.2,5904,759,4546,375,153,71,0.1286,0.77,0.0635,0.0259,8945.43,4681.51,1,10
Delhi,South-West,2008,28.5333,77.2,3945,463,2362,233,66,821,0.1174,0.5987,0.0591,0.0167,5870.0,4681.51,0,10
Delhi,Stf,2008,20.5937,78.9629,39,11,0,0,10,18,0.2821,0.0,0.0,0.2564,23.22,4681.51,1,9
Delhi,West,2008,28.65,77.1,5305,662,4415,371,124,0,0.1248,0.8322,0.0699,0.0234,3368.21,4681.51,1,10
Lakshadweep,Lakshadweep,2008,10.6667,72.7417,95,15,19,5,2,54,0.1579,0.2,0.0526,0.0211,62.36,62.36,0,7
Puducherry,Karaikal,2008,11.8266,79.6933,727,191,156,29,6,345,0.2627,0.2146,0.0399,0.0083,733.89,2672.0,1,5
Puducherry,Puducherry,2008,11.7716,79.6383,4262,812,1310,66,56,2018,0.1905,0.3074,0.0155,0.0131,3490.14,2672.0,0,5
Andhra Pradesh,Adilabad,2009,15.9979,79.825,5312,1561,902,767,196,1886,0.2939,0.1698,0.1444,0.0369,5312.57,5771.22,1,14
Andhra Pradesh,Anantapur,2009,14.6819,77.6006,5181,1440,1270,358,126,1987,0.2779,0.2451,0.0691,0.0243,5372.57,5771.22,1,1
Andhra Pradesh,Chittoor,2009,13.2172,79.1003,7268,1364,2667,538,321,2378,0.1877,0.367,0.074,0.0442,6175.36,5771.22,1,5
Andhra Pradesh,Cuddapah,2009,14.4673,78.8242,5510,1323,1023,360,250,2554,0.2401,0.1857,0.0653,0.0454,5071.29,5771.22,1,14
Andhra Pradesh,Cyberabad,2009,15.7929,79.62,14841,3841,8064,1374,1245,317,0.2588,0.5434,0.0926,0.0839,15087.17,5771.22,1,14
Andhra Pradesh,East Godavari,2009,16.9891,82.2475,8660,3431,2696,753,336,1444,0.3962,0.3113,0.087,0.0388,7685.86,5771.22,1,14
Andhra Pradesh,Guntakal Rly.,2009,15.6979,79.525,351,12,338,3,1,0,0.0342,0.963,0.0085,0.0028,381.23,5771.22,0,14
Andhra Pradesh,Guntur,2009,16.3067,80.4365,9806,2521,2715,1166,456,2948,0.2571,0.2769,0.1189,0.0465,7929.57,5771.22,1,14
Andhra Pradesh,Hyderabad City,2009,17.385,78.4867,17840,4064,11151,1788,2014,0,0.2278,0.6251,0.1002,0.1129,17458.14,5771.22,1,14
Andhra Pradesh,Karimnagar,2009,15.7029,79.53,7902,3248,1306,1063,471,1814,0.411,0.1653,0.1345,0.0596,8210.43,5771.22,1,14
Andhra Pradesh,Khammam,2009,15.9129,79.74,6228,1549,1277,938,175,2289,0.2487,0.205,0.1506,0.0281,6466.57,5771.22,1,14
Andhra Pradesh,Krishna,2009,16.1809,81.1303,5893,2869,1206,799,171,848,0.4868,0.2046,0.1356,0.029,5842.79,5771.22,1,14
Andhra Pradesh,Kurnool,2009,15.8281,78.0373,8002,2182,1272,716,311,3521,0.2727,0.159,0.0895,0.0389,6419.71,5771.22,1,14
Andhra Pradesh,Mahaboobnagar,2009,15.6679,79.495,6972,2736,2274,686,244,1032,0.3924,0.3262,0.0984,0.035,6156.15,5771.22,1,14
Andhra Pradesh,Medak,2009,16.1279,79.955,5887,2350,1456,605,322,1154,0.3992,0.2473,0.1028,0.0547,5422.29,5771.22,1,14
Andhra Pradesh,Nalgonda,2009,16.0579,79.885,8617,2261,1260,813,379,3904,0.2624,0.1462,0.0943,0.044,7493.79,5771.22,1,14
Andhra Pradesh,Nellore,2009,14.4426,79.9865,5867,2576,1387,659,231,1014,0.4391,0.2364,0.1123,0.0394,6212.57,5771.22,1,14
Andhra Pradesh,Nizamabad,2009,15.6979,79.525,4890,1871,1075,670,250,1024,0.3826,0.2198,0.137,0.0511,5473.36,5771.22,1,14
Andhra Pradesh,Prakasham,2009,15.5057,80.0499,6125,1614,1026,513,220,2752,0.2635,0.1675,0.0838,0.0359,5223.57,5771.22,1,14
Andhra Pradesh,Ranga Reddy,2009,15.9379,79.765,2042,936,355,224,77,450,0.4584,0.1738,0.1097,0.0377,3252.64,5771.22,1,14
Andhra Pradesh,Secunderabad Rly.,2009,15.7279,79.555,947,18,926,3,3,0,0.019,0.9778,0.0032,0.0032,889.77,5771.22,0,14
Andhra Pradesh,Srikakulam,2009,15.9979,79.825,3354,835,449,326,81,1663,0.249,0.1339,0.0972,0.0242,3561.5,5771.22,0,14
Andhra Pradesh,Vijayawada City,2009,16.0329,79.86,5180,1784,2450,673,322,0,0.3444,0.473,0.1299,0.0622,6594.89,5771.22,1,14
Andhra Pradesh,Vijayawada Rly.,2009,16.0229,79.85,1058,33,1021,0,4,0,0.0312,0.965,0.0,0.0038,773.92,5771.22,0,14
Andhra Pradesh,Visakha Rural,2009,16.0429,79.87,2738,1297,410,260,99,672,0.4737,0.1497,0.095,0.0362,3012.71,5771.22,1,14
Andhra Pradesh,Visakhapatnam,2009,17.6868,83.2185,5416,648,2391,667,283,1427,0.1196,0.4415,0.1232,0.0523,4976.71,5771.22,1,0
Andhra Pradesh,Vizianagaram,2009,18.1067,83.3956,3451,614,612,434,133,1658,0.1779,0.1773,0.1258,0.0385,3405.79,5771.22,0,0
Andhra Pradesh,Warangal,2009,16.0379,79.865,7479,1868,1309,855,405,3042,0.2498,0.175,0.1143,0.0542,6083.93,5771.22,1,14
Andhra Pradesh,West Godavari,2009,16.7107,81.0952,8586,2673,2868,1355,441,1249,0.3113,0.334,0.1578,0.0514,7647.79,5771.22,1,14
Arunachal Pradesh,Anjaw,2009,28.338,94.8478,20,6,2,0,0,12,0.3,0.1,0.0,0.0,23.67,152.99,1,12
Arunachal Pradesh,Changlang,2009,28.178,94.6878,207,69,104,23,6,5,0.3333,0.5024,0.1111,0.029,186.57,152.99,1,12
Arunachal Pradesh,Dibang Valley,2009,27.973,94.4828,115,49,54,9,2,1,0.4261,0.4696,0.0783,0.0174,110.79,152.99,1,12
Arunachal Pradesh,K/Kumey,2009,28.318,94.8278,72,20,20,10,6,16,0.2778,0.2778,0.1389,0.0833,50.27,152.99,1,12
Arunachal Pradesh,Kameng East,2009,28.6333,77.2833,163,68,45,7,2,41,0.4172,0.2761,0.0429,0.0123,128.93,152.99,1,10
Arunachal Pradesh,Kameng West,2009,28.65,77.1,137,58,27,8,2,42,0.4234,0.1971,0.0584,0.0146,114.36,152.99,1,10
Arunachal Pradesh,Lohit,2009,28.248,94.7578,170,57,83,21,2,7,0.3353,0.4882,0.1235,0.0118,197.43,152.99,1,12
Arunachal Pradesh,Papum Pare,2009,28.193,94.7028,456,131,211,33,7,74,0.2873,0.4627,0.0724,0.0154,502.23,152.99,1,12
Arunachal Pradesh,Siang East,2009,28.6333,77.2833,246,76,140,25,4,1,0.3089,0.5691,0.1016,0.0163,244.86,152.99,1,10
Arunachal Pradesh,Siang Upper,2009,28.393,94.9028,55,18,29,5,4,0,0.3273,0.5273,0.0909,0.0727,60.64,152.99,1,12
Arunachal Pradesh,Siang West,2009,28.65,77.1,243,88,67,20,13,55,0.3621,0.2757,0.0823,0.0535,262.29,152.99,1,10
Arunachal Pradesh,Subansiri Lower,2009,28.008,94.5178,127,52,42,12,3,18,0.4094,0.3307,0.0945,0.0236,124.71,152.99,1,12
Arunachal Pradesh,Subansiri Upper,2009,28.273,94.7828,136,53,35,8,1,39,0.3897,0.2574,0.0588,0.0074,154.64,152.99,1,12
Arunachal Pradesh,Tawang,2009,28.023,94.5328,44,5,33,0,2,4,0.1136,0.75,0.0,0.0455,48.21,152.99,0,12
Arunachal Pradesh,Tirap,2009,28.038,94.5478,166,67,62,8,3,26,0.4036,0.3735,0.0482,0.0181,131.21,152.99,1,12
Arunachal Pradesh,Upper Dibang Valley,2009,28.313,94.8228,29,5,9,0,0,15,0.1724,0.3103,0.0,0.0,15.45,152.99,0,12
Assam,Barpeta,2009,26.1156,92.8526,2496,507,540,611,52,786,0.2031,0.2163,0.2448,0.0208,3273.79,1908.19,0,12
Assam,Baska,2009,26.3056,93.0426,413,182,78,72,13,68,0.4407,0.1889,0.1743,0.0315,515.25,1908.19,1,12
Assam,Bongaigaon,2009,26.1806,92.9176,1253,247,373,235,44,354,0.1971,0.2977,0.1875,0.0351,1160.5,1908.19,0,12
Assam,C.I.D.,2009,26.2506,92.9876,22,1,2,0,12,7,0.0455,0.0909,0.0,0.5455,34.0,1908.19,0,12
Assam,Cachar,2009,26.0356,92.7726,4601,508,1314,671,120,1988,0.1104,0.2856,0.1458,0.0261,4201.43,1908.19,0,12
Assam,Chirang,2009,26.4106,93.1476,582,183,151,123,12,113,0.3144,0.2595,0.2113,0.0206,613.1,1908.19,1,12
Assam,Darrang,2009,26.1256,92.8626,2321,616,563,542,70,530,0.2654,0.2426,0.2335,0.0302,1945.57,1908.19,1,12
Assam,Dhemaji,2009,26.1956,92.9326,1016,422,287,277,31,0,0.4154,0.2825,0.2726,0.0305,1011.43,1908.19,1,12
Assam,Dhubri,2009,26.3056,93.0426,3291,973,634,849,147,688,0.2957,0.1926,0.258,0.0447,3556.07,1908.19,1,12
Assam,Dibrugarh,2009,26.2906,93.0276,2155,796,1091,231,22,15,0.3694,0.5063,0.1072,0.0102,2322.07,1908.19,1,12
Assam,G.R.P.,2009,26.1106,92.8476,337,31,294,0,4,8,0.092,0.8724,0.0,0.0119,1436.08,1908.19,0,12
Assam,Goalpara,2009,26.2456,92.9826,1776,622,414,436,57,247,0.3502,0.2331,0.2455,0.0321,1606.71,1908.19,1,12
Assam,Golaghat,2009,26.0206,92.7576,1586,655,550,224,49,108,0.413,0.3468,0.1412,0.0309,1751.57,1908.19,1,12
Assam,Guwahati City,2009,26.3806,93.1176,7280,1628,4087,600,272,693,0.2236,0.5614,0.0824,0.0374,7393.29,1908.19,1,12
Assam,Hailakandi,2009,26.0156,92.7526,1202,157,225,191,42,587,0.1306,0.1872,0.1589,0.0349,1128.0,1908.19,0,12
Assam,Jorhat,2009,26.3456,93.0826,1362,427,591,242,34,68,0.3135,0.4339,0.1777,0.025,1792.36,1908.19,1,12
Assam,Kamrup,2009,26.4406,93.1776,2335,555,589,260,51,880,0.2377,0.2522,0.1113,0.0218,2380.29,1908.19,0,12
Assam,Karbi Anglong,2009,26.2156,92.9526,624,171,248,66,8,131,0.274,0.3974,0.1058,0.0128,696.5,1908.19,1,12
Assam,Karimganj,2009,26.1356,92.8726,1140,219,216,179,26,500,0.1921,0.1895,0.157,0.0228,1444.57,1908.19,0,12
Assam,Kokrajhar,2009,26.2256,92.9626,1191,428,331,185,51,196,0.3594,0.2779,0.1553,0.0428,1418.71,1908.19,1,12
Assam,Lakhimpur,2009,26.0006,92.7376,1861,683,497,340,14,327,0.367,0.2671,0.1827,0.0075,1901.5,1908.19,1,12
Assam,Morigaon,2009,26.1006,92.8376,1322,684,219,337,33,49,0.5174,0.1657,0.2549,0.025,1272.21,1908.19,1,12
Assam,N.C.Hills,2009,26.2206,92.9576,254,141,44,13,14,42,0.5551,0.1732,0.0512,0.0551,231.46,1908.19,1,12
Assam,Nagaon,2009,26.1956,92.9326,5203,1381,1137,1125,168,1392,0.2654,0.2185,0.2162,0.0323,4790.64,1908.19,1,12
Assam,Nalbari,2009,25.9856,92.7226,1348,498,391,217,37,205,0.3694,0.2901,0.161,0.0274,1325.29,1908.19,1,12
Assam,R.P.O.,2009,26.3806,93.1176,90,13,14,14,0,49,0.1444,0.1556,0.1556,0.0,85.69,1908.19,0,12
Assam,Sibsagar,2009,26.2106,92.9476,2163,554,1007,347,62,193,0.2561,0.4656,0.1604,0.0287,2266.21,1908.19,1,12
Assam,Sonitpur,2009,26.0556,92.7926,2907,656,871,473,91,816,0.2257,0.2996,0.1627,0.0313,2979.43,1908.19,0,12
Assam,Tinsukia,2009,26.1906,92.9276,2374,508,1400,188,29,249,0.214,0.5897,0.0792,0.0122,2210.64,1908.19,0,12
Assam,Udalguri,2009,26.0806,92.8176,839,264,279,124,9,163,0.3147,0.3325,0.1478,0.0107,879.2,1908.19,1,12
Bihar,Araria,2009,25.1911,85.4081,2129,355,548,99,39,1088,0.1667,0.2574,0.0465,0.0183,2509.0,2772.6,0,2
Bihar,Arwal,2009,25.0961,85.3131,655,119,120,29,25,362,0.1817,0.1832,0.0443,0.0382,683.79,2772.6,0,2
Bihar,Aurangabad,2009,19.8762,75.3433,3113,1156,814,137,88,918,0.3713,0.2615,0.044,0.0283,2762.21,2772.6,1,9
Bihar,Bagaha,2009,25.1661,85.3831,1500,776,305,87,43,289,0.5173,0.2033,0.058,0.0287,1486.0,2772.6,1,2
Bihar,Banka,2009,24.9861,85.2031,1820,742,366,109,48,555,0.4077,0.2011,0.0599,0.0264,1708.36,2772.6,1,2
Bihar,Begusarai,2009,24.8611,85.0781,3387,908,668,127,93,1591,0.2681,0.1972,0.0375,0.0275,3467.14,2772.6,1,2
Bihar,Bettiah,2009,25.1611,85.3781,3202,1319,625,122,48,1088,0.4119,0.1952,0.0381,0.015,3748.29,2772.6,1,2
Bihar,Bhabhua,2009,25.2011,85.4181,1780,263,462,43,29,983,0.1478,0.2596,0.0242,0.0163,1672.5,2772.6,0,2
Bihar,Bhagalpur,2009,25.2425,86.9842,3240,800,1160,120,53,1107,0.2469,0.358,0.037,0.0164,3342.07,2772.6,0,2
Bihar,Bhojpur,2009,25.2511,85.4681,3736,312,987,351,82,2004,0.0835,0.2642,0.094,0.0219,3634.43,2772.6,0,2
Bihar,Buxar,2009,25.1611,85.3781,1860,734,502,121,72,431,0.3946,0.2699,0.0651,0.0387,2015.29,2772.6,1,2
Bihar,Darbhanga,2009,26.1542,85.8918,4261,506,703,344,189,2519,0.1188,0.165,0.0807,0.0444,4030.36,2772.6,0,2
Bihar,Gaya,2009,24.7914,85.0002,4626,570,1497,204,164,2191,0.1232,0.3236,0.0441,0.0355,4527.86,2772.6,0,2
Bihar,Gopalganj,2009,24.8761,85.0931,2641,568,518,282,93,1180,0.2151,0.1961,0.1068,0.0352,2800.0,2772.6,0,2
Bihar,Jamalpur Rly.,2009,25.2211,85.4381,293,35,249,4,3,2,0.1195,0.8498,0.0137,0.0102,328.85,2772.6,0,2
Bihar,Jamui,2009,25.0011,85.2181,2257,1160,349,110,76,562,0.514,0.1546,0.0487,0.0337,1593.93,2772.6,1,2
Bihar,Jehanabad,2009,25.0061,85.2231,1592,279,296,112,31,874,0.1753,0.1859,0.0704,0.0195,1578.71,2772.6,0,2
Bihar,Katihar,2009,24.8661,85.0831,2537,816,414,317,89,901,0.3216,0.1632,0.125,0.0351,2638.29,2772.6,1,2
Bihar,Katihar Rly.,2009,25.1661,85.3831,439,43,383,4,8,1,0.0979,0.8724,0.0091,0.0182,518.69,2772.6,0,2
Bihar,Khagaria,2009,25.3311,85.5481,1671,911,302,83,46,329,0.5452,0.1807,0.0497,0.0275,1743.36,2772.6,1,2
Bihar,Kishanganj,2009,25.3061,85.5231,1247,313,394,104,29,407,0.251,0.316,0.0834,0.0233,1241.79,2772.6,1,2
Bihar,Lakhisarai,2009,25.0211,85.2381,1294,639,235,93,49,278,0.4938,0.1816,0.0719,0.0379,1115.07,2772.6,1,2
Bihar,Madhepura,2009,25.2561,85.4731,1770,315,439,56,22,938,0.178,0.248,0.0316,0.0124,1623.07,2772.6,0,2
Bihar,Madhubani,2009,25.1111,85.3281,4175,1326,869,160,50,1770,0.3176,0.2081,0.0383,0.012,3704.64,2772.6,1,2
Bihar,Motihari,2009,24.8911,85.1081,5234,1881,1159,158,211,1825,0.3594,0.2214,0.0302,0.0403,5620.29,2772.6,1,2
Bihar,Munger,2009,25.1211,85.3381,2002,598,596,90,82,636,0.2987,0.2977,0.045,0.041,1906.36,2772.6,1,2
Bihar,Muzaffarpur,2009,26.1209,85.3647,5579,651,1792,309,162,2665,0.1167,0.3212,0.0554,0.029,6607.93,2772.6,1,2
Bihar,Muzaffarpur Rly.,2009,26.1209,85.3647,825,138,664,12,12,0,0.1673,0.8048,0.0145,0.0145,763.62,2772.6,0,2
Bihar,Nalanda,2009,24.8611,85.0781,4707,1359,956,261,71,2060,0.2887,0.2031,0.0554,0.0151,4162.43,2772.6,1,2
Bihar,Naugachia,2009,25.0361,85.2531,1573,332,156,90,48,947,0.2111,0.0992,0.0572,0.0305,1179.57,2772.6,0,2
Bihar,Nawadah,2009,24.9511,85.1681,2164,506,331,115,65,1147,0.2338,0.153,0.0531,0.03,2077.21,2772.6,0,2
Bihar,Patna,2009,25.5941,85.1376,14446,1545,6302,549,453,5597,0.107,0.4362,0.038,0.0314,13497.64,2772.6,1,2
Bihar,Patna Rly.,2009,25.5941,85.1376,1471,98,1340,20,23,0,0.0666,0.9109,0.0136,0.0156,1524.31,2772.6,0,2
Bihar,Purnea,2009,25.7771,87.4753,2820,646,460,229,145,1340,0.2291,0.1631,0.0812,0.0514,2933.71,2772.6,0,2
Bihar,Rohtas,2009,24.9529,84.015,4071,602,1263,172,38,1996,0.1479,0.3102,0.0423,0.0093,3750.71,2772.6,0,2
Bihar,Saharsa,2009,25.0861,85.3031,2087,626,383,118,61,899,0.3,0.1835,0.0565,0.0292,1878.36,2772.6,1,2
Bihar,Samastipur,2009,25.1461,85.3631,4077,919,900,205,73,1980,0.2254,0.2208,0.0503,0.0179,3841.71,2772.6,0,2
Bihar,Saran,2009,25.1211,85.3381,3826,1943,1313,231,141,198,0.5078,0.3432,0.0604,0.0369,4182.29,2772.6,1,2
Bihar,Sheikhpura,2009,25.0111,85.2281,964,76,204,34,25,625,0.0788,0.2116,0.0353,0.0259,914.86,2772.6,0,2
Bihar,Sheohar,2009,25.1761,85.3931,555,312,127,33,19,64,0.5622,0.2288,0.0595,0.0342,540.64,2772.6,1,2
Bihar,Sitamarhi,2009,24.9911,85.2081,3763,698,885,77,51,2052,0.1855,0.2352,0.0205,0.0136,3297.64,2772.6,0,2
Bihar,Siwan,2009,25.2711,85.4881,2242,854,583,101,56,648,0.3809,0.26,0.045,0.025,2946.29,2772.6,1,2
Bihar,Supaul,2009,25.3161,85.5331,1675,455,256,115,51,798,0.2716,0.1528,0.0687,0.0304,1910.5,2772.6,1,2
Bihar,Vaishali,2009,25.0111,85.2281,4311,786,1133,274,105,2013,0.1823,0.2628,0.0636,0.0244,4370.07,2772.6,0,2
Chhattisgarh,Balrampur,2009,21.0337,81.6211,761,279,149,128,12,193,0.3666,0.1958,0.1682,0.0158,608.32,2192.45,1,0
Chhattisgarh,Bilaspur,2009,21.4137,82.0011,6438,2055,2274,454,98,1557,0.3192,0.3532,0.0705,0.0152,3236.07,2192.45,1,0
Chhattisgarh,Bizapur,2009,21.2287,81.8161,306,190,16,24,26,50,0.6209,0.0523,0.0784,0.085,328.14,2192.45,1,0
Chhattisgarh,Dantewara,2009,21.4187,82.0061,737,242,152,47,28,268,0.3284,0.2062,0.0638,0.038,636.0,2192.45,1,0
Chhattisgarh,Dhamtari,2009,21.0837,81.6711,1442,126,388,128,23,777,0.0874,0.2691,0.0888,0.016,1323.5,2192.45,0,0
Chhattisgarh,Durg,2009,21.1937,81.7811,7341,542,2016,573,140,4070,0.0738,0.2746,0.0781,0.0191,7195.43,2192.45,1,0
Chhattisgarh,Grp Raipur,2009,21.2987,81.8861,578,27,548,2,1,0,0.0467,0.9481,0.0035,0.0017,476.15,2192.45,0,0
Chhattisgarh,Jagdalpur,2009,21.1087,81.6961,2211,782,492,173,23,741,0.3537,0.2225,0.0782,0.0104,1969.36,2192.45,1,0
Chhattisgarh,Janjgir,2009,21.3987,81.9861,2964,1096,742,255,74,797,0.3698,0.2503,0.086,0.025,2776.0,2192.45,1,0
Chhattisgarh,Jashpur,2009,21.2137,81.8011,1258,264,324,213,30,427,0.2099,0.2576,0.1693,0.0238,1058.93,2192.45,0,0
Chhattisgarh,Kabirdham,2009,21.2287,81.8161,1567,713,273,125,22,434,0.455,0.1742,0.0798,0.014,1285.31,2192.45,1,0
Chhattisgarh,Kanker,2009,21.1187,81.7061,993,137,136,90,22,608,0.138,0.137,0.0906,0.0222,1012.86,2192.45,0,0
Chhattisgarh,Korba,2009,21.1687,81.7561,2428,817,641,213,58,699,0.3365,0.264,0.0877,0.0239,2349.57,2192.45,1,0
Chhattisgarh,Koriya,2009,21.2637,81.8511,1574,552,418,285,30,289,0.3507,0.2656,0.1811,0.0191,1612.5,2192.45,1,0
Chhattisgarh,Mahasamund,2009,21.3287,81.9161,1660,200,484,141,38,797,0.1205,0.2916,0.0849,0.0229,1702.86,2192.45,0,0
Chhattisgarh,Narayanpur,2009,21.4237,82.0111,171,102,10,7,7,45,0.5965,0.0585,0.0409,0.0409,168.42,2192.45,1,0
Chhattisgarh,Raigarh,2009,21.4987,82.0861,2890,786,1028,204,72,800,0.272,0.3557,0.0706,0.0249,2594.5,2192.45,1,0
Chhattisgarh,Raipur,2009,21.2737,81.8611,9915,2834,4045,696,201,2139,0.2858,0.408,0.0702,0.0203,8265.93,2192.45,1,0
Chhattisgarh,Rajnandgaon,2009,21.2087,81.7961,3071,246,715,239,42,1829,0.0801,0.2328,0.0778,0.0137,2794.29,2192.45,0,0
Chhattisgarh,Sarguja,2009,21.1087,81.6961,1835,193,387,294,47,914,0.1052,0.2109,0.1602,0.0256,2103.93,2192.45,0,0
Chhattisgarh,Surajpur,2009,21.2787,81.8661,1450,470,321,280,23,356,0.3241,0.2214,0.1931,0.0159,1479.6,2192.45,1,0
Goa,North Goa,2009,28.7,77.1833,1673,213,1044,92,85,239,0.1273,0.624,0.055,0.0508,1689.14,1408.66,0,10
Goa,South Goa,2009,28.5333,77.2,1332,166,966,63,71,66,0.1246,0.7252,0.0473,0.0533,1219.21,1408.66,0,10
Gujarat,Ahmedabad Commr.,2009,23.0225,72.5714,20726,2529,13317,1374,211,3295,0.122,0.6425,0.0663,0.0102,18404.85,3770.47,1,8
Gujarat,Ahmedabad Rural,2009,23.05,72.45,3241,428,889,167,23,1734,0.1321,0.2743,0.0515,0.0071,3286.79,3770.47,0,8
Gujarat,Ahwa-Dang,2009,22.0737,71.0074,153,16,9,12,3,113,0.1046,0.0588,0.0784,0.0196,191.15,3770.47,0,8
Gujarat,Amreli,2009,22.4037,71.3374,2226,458,556,169,10,1033,0.2058,0.2498,0.0759,0.0045,2271.29,3770.47,0,8
Gujarat,Anand,2009,22.0237,70.9574,3455,418,929,286,18,1804,0.121,0.2689,0.0828,0.0052,3400.29,3770.47,0,8
Gujarat,Bharuch,2009,22.1287,71.0624,3183,412,981,171,37,1582,0.1294,0.3082,0.0537,0.0116,2864.36,3770.47,0,8
Gujarat,Bhavnagar,2009,22.3387,71.2724,4611,372,1603,216,68,2352,0.0807,0.3476,0.0468,0.0147,5265.21,3770.47,0,8
Gujarat,Dahod,2009,22.4787,71.4124,1459,505,449,92,24,389,0.3461,0.3077,0.0631,0.0164,1754.0,3770.47,1,8
Gujarat,Gandhinagar,2009,22.4987,71.4324,4890,321,1312,198,51,3008,0.0656,0.2683,0.0405,0.0104,4532.36,3770.47,0,8
Gujarat,Himatnagar,2009,22.4037,71.3374,3365,295,486,261,33,2290,0.0877,0.1444,0.0776,0.0098,5144.92,3770.47,0,8
Gujarat,Jamnagar,2009,22.3237,71.2574,4694,527,868,294,21,2984,0.1123,0.1849,0.0626,0.0045,4383.07,3770.47,0,8
Gujarat,Junagadh,2009,22.2037,71.1374,5521,780,1586,550,57,2548,0.1413,0.2873,0.0996,0.0103,4664.36,3770.47,1,8
Gujarat,Kheda North,2009,28.7,77.1833,4168,404,681,159,39,2885,0.0969,0.1634,0.0381,0.0094,4470.23,3770.47,0,10
Gujarat,Kutch,2009,22.0337,70.9674,3969,513,1008,289,33,2126,0.1293,0.254,0.0728,0.0083,4270.0,3770.47,0,8
Gujarat,Mehsana,2009,22.2087,71.1424,4672,477,1353,197,26,2619,0.1021,0.2896,0.0422,0.0056,5120.0,3770.47,0,8
Gujarat,Narmada,2009,22.4387,71.3724,755,109,80,28,3,535,0.1444,0.106,0.0371,0.004,707.79,3770.47,0,8
Gujarat,Navsari,2009,22.3987,71.3324,870,69,186,39,14,562,0.0793,0.2138,0.0448,0.0161,1292.71,3770.47,0,8
Gujarat,Palanpur,2009,22.4437,71.3774,4325,1400,1138,324,59,1404,0.3237,0.2631,0.0749,0.0136,4415.38,3770.47,1,8
Gujarat,Panchmahal,2009,22.4837,71.4174,3460,511,673,204,44,2028,0.1477,0.1945,0.059,0.0127,3122.79,3770.47,0,8
Gujarat,Patan,2009,22.4187,71.3524,2564,410,741,217,23,1173,0.1599,0.289,0.0846,0.009,2691.14,3770.47,0,8
Gujarat,Porbandar,2009,22.1137,71.0474,973,155,196,61,8,553,0.1593,0.2014,0.0627,0.0082,981.36,3770.47,0,8
Gujarat,Rajkot Commr.,2009,22.3039,70.8022,4475,613,2541,307,50,964,0.137,0.5678,0.0686,0.0112,4288.31,3770.47,0,8
Gujarat,Rajkot Rural,2009,22.2637,71.1974,4269,437,904,372,29,2527,0.1024,0.2118,0.0871,0.0068,4184.57,3770.47,0,8
Gujarat,Surat Commr.,2009,21.1702,72.8311,7564,1082,4879,450,176,977,0.143,0.645,0.0595,0.0233,8538.54,3770.47,1,8
Gujarat,Surat Rural,2009,21.2,73.0,1446,217,252,45,18,914,0.1501,0.1743,0.0311,0.0124,2403.71,3770.47,0,8
Gujarat,Surendranagar,2009,22.3837,71.3174,2951,585,507,195,15,1649,0.1982,0.1718,0.0661,0.0051,2981.71,3770.47,0,8
Gujarat,Tapi,2009,22.2837,71.2174,663,114,127,21,7,394,0.1719,0.1916,0.0317,0.0106,749.71,3770.47,0,8
Gujarat,Vadodara Commr.,2009,22.3072,73.1812,5060,394,3128,207,94,1237,0.0779,0.6182,0.0409,0.0186,6171.85,3770.47,1,8
