STATE_UT,DISTRICT,YEAR,LATITUDE,LONGITUDE,TOTAL_IPC_CRIMES,VIOLENT_CRIMES,PROPERTY_CRIMES,WOMEN_CRIMES,ECONOMIC_CRIMES,OTHER_CRIMES,VIOLENT_CRIME_RATIO,PROPERTY_CRIME_RATIO,WOMEN_CRIME_RATIO,ECONOMIC_CRIME_RATIO,DISTRICT_RISK_SCORE,STATE_RISK_SCORE,HIGH_SEVERITY_FLAG,LOCATION_CLUSTER
Gujarat,Vadodara Rural,2009,22.2937,71.2274,2836,532,595,156,16,1537,0.1876,0.2098,0.055,0.0056,3040.64,3770.47,0,8
Gujarat,Valsad,2009,22.1587,71.0924,1777,189,647,52,43,846,0.1064,0.3641,0.0293,0.0242,2354.36,3770.47,0,8
Gujarat,W.Rly,2009,22.1487,71.0824,1290,75,1205,10,1,0,0.0581,0.9341,0.0078,0.0008,1940.9,3770.47,0,8
Haryana,Ambala,2009,29.0238,76.0506,2345,312,1086,243,113,591,0.133,0.4631,0.1036,0.0482,2406.45,2487.57,0,10
Haryana,Bhiwani,2009,29.1988,76.2256,2732,520,1096,216,107,793,0.1903,0.4012,0.0791,0.0392,2747.14,2487.57,0,10
Haryana,Faridabad,2009,28.4089,77.3178,4409,532,2530,292,48,1007,0.1207,0.5738,0.0662,0.0109,5425.57,2487.57,0,10
Haryana,Fatehabad,2009,28.9838,76.0106,1627,313,651,120,39,504,0.1924,0.4001,0.0738,0.024,1475.07,2487.57,0,10
Haryana,Grp,2009,29.0888,76.1156,1264,79,934,19,11,221,0.0625,0.7389,0.015,0.0087,825.06,2487.57,0,10
Haryana,Gurgaon,2009,28.4595,77.0266,6493,591,5494,231,264,0,0.091,0.8461,0.0356,0.0407,6659.29,2487.57,1,10
Haryana,Hissar,2009,28.8288,75.8556,3346,669,1396,316,116,849,0.1999,0.4172,0.0944,0.0347,3520.43,2487.57,0,10
Haryana,Jhajjar,2009,29.2238,76.2506,1797,326,857,151,42,421,0.1814,0.4769,0.084,0.0234,1688.71,2487.57,0,10
Haryana,Jind,2009,29.2588,76.2856,2373,358,1143,211,67,594,0.1509,0.4817,0.0889,0.0282,1883.71,2487.57,0,10
Haryana,Kaithal,2009,28.8838,75.9106,1744,301,694,268,17,464,0.1726,0.3979,0.1537,0.0097,1529.71,2487.57,0,10
Haryana,Karnal,2009,29.1488,76.1756,3351,549,1585,370,147,700,0.1638,0.473,0.1104,0.0439,3166.29,2487.57,0,10
Haryana,Kurukshetra,2009,28.8488,75.8756,2485,383,1394,212,32,464,0.1541,0.561,0.0853,0.0129,2265.29,2487.57,0,10
Haryana,Mahendragarh,2009,28.8238,75.8506,1713,268,453,101,14,877,0.1565,0.2644,0.059,0.0082,1582.92,2487.57,0,10
Haryana,Mewat,2009,28.9988,76.0256,1604,241,560,229,62,512,0.1502,0.3491,0.1428,0.0387,1852.5,2487.57,0,10
Haryana,Palwal,2009,29.2988,76.3256,2337,398,1172,189,40,538,0.1703,0.5015,0.0809,0.0171,2297.0,2487.57,0,10
Haryana,Panchkula,2009,29.0938,76.1206,1554,142,939,121,70,282,0.0914,0.6042,0.0779,0.045,1391.5,2487.57,0,10
Haryana,Panipat,2009,28.9338,75.9606,2812,420,1705,252,22,413,0.1494,0.6063,0.0896,0.0078,2653.43,2487.57,0,10
Haryana,Rewari,2009,29.0388,76.0656,2125,334,891,126,28,746,0.1572,0.4193,0.0593,0.0132,2052.36,2487.57,0,10
Haryana,Rohtak,2009,29.0188,76.0456,2838,467,1579,233,99,460,0.1646,0.5564,0.0821,0.0349,2545.0,2487.57,0,10
Haryana,Sirsa,2009,28.8138,75.8406,1722,435,772,161,34,320,0.2526,0.4483,0.0935,0.0197,2050.79,2487.57,1,10
Haryana,Sonipat,2009,29.0988,76.1256,3429,605,1805,231,126,662,0.1764,0.5264,0.0674,0.0367,2890.93,2487.57,0,10
Haryana,Yamunanagar,2009,29.0288,76.0556,2282,411,1175,263,61,372,0.1801,0.5149,0.1152,0.0267,1946.64,2487.57,0,10
Himachal Pradesh,Baddipolicedist,2009,31.1398,77.2084,423,153,82,18,4,166,0.3617,0.1939,0.0426,0.0095,504.8,942.59,1,10
Himachal Pradesh,Bilaspur,2009,31.2398,77.3084,1063,75,131,78,27,752,0.0706,0.1232,0.0734,0.0254,3236.07,942.59,0,10
Himachal Pradesh,Chamba,2009,31.1798,77.2484,711,93,141,83,10,384,0.1308,0.1983,0.1167,0.0141,658.64,942.59,0,10
Himachal Pradesh,Cid,2009,31.1848,77.2534,2,0,0,0,1,1,0.0,0.0,0.0,0.5,3.33,942.59,0,10
Himachal Pradesh,G.R.P.,2009,31.0148,77.0834,9,2,4,0,1,2,0.2222,0.4444,0.0,0.1111,1436.08,942.59,0,10
Himachal Pradesh,Hamirpur,2009,30.9198,76.9884,936,243,119,70,40,464,0.2596,0.1271,0.0748,0.0427,797.18,942.59,1,10
Himachal Pradesh,Kangra,2009,30.9748,77.0434,2486,321,424,144,90,1507,0.1291,0.1706,0.0579,0.0362,2337.36,942.59,0,10
Himachal Pradesh,Kinnaur,2009,31.0098,77.0784,203,21,24,17,3,138,0.1034,0.1182,0.0837,0.0148,188.0,942.59,0,10
Himachal Pradesh,Kullu,2009,31.1698,77.2384,961,80,165,87,25,604,0.0832,0.1717,0.0905,0.026,862.64,942.59,0,10
Himachal Pradesh,Lahaul-Spiti,2009,31.1348,77.2034,64,2,8,4,1,49,0.0312,0.125,0.0625,0.0156,69.92,942.59,0,10
Himachal Pradesh,Mandi,2009,31.2998,77.3684,1937,193,197,132,50,1365,0.0996,0.1017,0.0681,0.0258,1844.29,942.59,0,10
Himachal Pradesh,Shimla,2009,30.9848,77.0534,1763,143,512,127,60,921,0.0811,0.2904,0.072,0.034,1968.43,942.59,0,10
Himachal Pradesh,Sirmaur,2009,31.2398,77.3084,909,95,193,92,29,500,0.1045,0.2123,0.1012,0.0319,792.93,942.59,0,10
Himachal Pradesh,Solan,2009,30.9498,77.0184,854,213,233,44,16,348,0.2494,0.2728,0.0515,0.0187,1156.43,942.59,0,10
Himachal Pradesh,Una,2009,31.3348,77.4034,994,132,197,73,31,561,0.1328,0.1982,0.0734,0.0312,912.43,942.59,0,10
Jammu & Kashmir,Anantnag,2009,33.7032,76.5012,1393,202,496,104,47,544,0.145,0.3561,0.0747,0.0337,1371.21,835.84,0,3
Jammu & Kashmir,Awantipora,2009,33.9232,76.7212,472,34,117,27,8,286,0.072,0.2479,0.0572,0.0169,386.21,835.84,0,3
Jammu & Kashmir,Bandipora,2009,33.7482,76.5462,465,120,146,74,17,108,0.2581,0.314,0.1591,0.0366,553.86,835.84,1,3
Jammu & Kashmir,Baramulla,2009,34.0082,76.8062,1580,261,613,155,69,482,0.1652,0.388,0.0981,0.0437,1446.43,835.84,0,3
Jammu & Kashmir,Budgam,2009,33.7632,76.5612,1369,198,615,126,32,398,0.1446,0.4492,0.092,0.0234,1136.93,835.84,0,3
Jammu & Kashmir,Crime Jammu,2009,33.6682,76.4662,18,1,2,0,15,0,0.0556,0.1111,0.0,0.8333,28.86,835.84,0,3
Jammu & Kashmir,Crime Srinagar,2009,33.6932,76.4912,32,0,0,0,26,6,0.0,0.0,0.0,0.8125,58.46,835.84,0,3
Jammu & Kashmir,Doda,2009,22.3072,73.1812,721,157,111,76,12,365,0.2178,0.154,0.1054,0.0166,752.57,835.84,0,8
Jammu & Kashmir,Ganderbal,2009,33.7582,76.5562,446,62,142,62,15,165,0.139,0.3184,0.139,0.0336,499.07,835.84,0,3
Jammu & Kashmir,Handwara,2009,33.9382,76.7362,381,64,91,56,25,145,0.168,0.2388,0.147,0.0656,458.62,835.84,0,3
Jammu & Kashmir,Jammu,2009,33.7132,76.5112,3746,278,1486,159,127,1696,0.0742,0.3967,0.0424,0.0339,3731.14,835.84,0,3
Jammu & Kashmir,Kargil,2009,33.9032,76.7012,104,2,19,3,3,77,0.0192,0.1827,0.0288,0.0288,100.14,835.84,0,3
Jammu & Kashmir,Kathua,2009,33.7082,76.5062,1001,92,149,39,18,703,0.0919,0.1489,0.039,0.018,1079.93,835.84,0,3
Jammu & Kashmir,Kishtwar,2009,33.9332,76.7312,276,84,71,14,6,101,0.3043,0.2572,0.0507,0.0217,361.29,835.84,1,3
Jammu & Kashmir,Kulgam,2009,34.0182,76.8162,720,181,198,91,39,211,0.2514,0.275,0.1264,0.0542,681.57,835.84,1,3
Jammu & Kashmir,Kupwara,2009,33.7082,76.5062,417,100,119,35,9,154,0.2398,0.2854,0.0839,0.0216,675.36,835.84,0,3
Jammu & Kashmir,Leh,2009,33.5582,76.3562,168,11,34,7,3,113,0.0655,0.2024,0.0417,0.0179,177.86,835.84,0,3
Jammu & Kashmir,Poonch,2009,33.8532,76.6512,758,153,109,70,10,416,0.2018,0.1438,0.0923,0.0132,759.21,835.84,0,3
Jammu & Kashmir,Pulwama,2009,33.6182,76.4162,433,110,194,28,13,88,0.254,0.448,0.0647,0.03,681.57,835.84,1,3
Jammu & Kashmir,Railways,2009,33.9382,76.7362,31,2,28,0,1,0,0.0645,0.9032,0.0,0.0323,533.78,835.84,0,3
Jammu & Kashmir,Railways Kmr,2009,33.9332,76.7312,10,0,1,2,0,7,0.0,0.1,0.2,0.0,10.0,835.84,0,3
Jammu & Kashmir,Rajouri,2009,33.9932,76.7912,1210,151,146,114,39,760,0.1248,0.1207,0.0942,0.0322,1422.36,835.84,0,3
Jammu & Kashmir,Ramban,2009,33.6332,76.4312,669,51,58,32,11,517,0.0762,0.0867,0.0478,0.0164,665.64,835.84,0,3
Jammu & Kashmir,Reasi,2009,33.5782,76.3762,517,73,120,28,16,280,0.1412,0.2321,0.0542,0.0309,466.21,835.84,0,3
Jammu & Kashmir,Samba,2009,33.7432,76.5412,683,37,126,21,13,486,0.0542,0.1845,0.0307,0.019,703.86,835.84,0,3
Jammu & Kashmir,Shopian,2009,33.5732,76.3712,490,121,206,58,19,86,0.2469,0.4204,0.1184,0.0388,495.14,835.84,0,3
Jammu & Kashmir,Srinagar,2009,33.9132,76.7112,2960,357,1301,234,93,975,0.1206,0.4395,0.0791,0.0314,2789.86,835.84,0,3
Jammu & Kashmir,Udhampur,2009,34.0182,76.8162,910,52,130,39,6,683,0.0571,0.1429,0.0429,0.0066,1050.71,835.84,0,3
Jharkhand,Bokaro,2009,23.7552,85.4249,2476,200,1226,131,78,841,0.0808,0.4952,0.0529,0.0315,2659.07,1478.84,0,2
Jharkhand,Chaibasa,2009,23.6402,85.3099,812,280,293,134,21,84,0.3448,0.3608,0.165,0.0259,878.07,1478.84,1,2
Jharkhand,Chatra,2009,23.8152,85.4849,858,211,174,50,11,412,0.2459,0.2028,0.0583,0.0128,929.5,1478.84,0,2
Jharkhand,Deoghar,2009,23.6502,85.3199,1588,443,655,148,67,275,0.279,0.4125,0.0932,0.0422,1672.14,1478.84,1,2
Jharkhand,Dhanbad,2009,23.4652,85.1349,3787,568,2363,200,67,589,0.15,0.624,0.0528,0.0177,3772.93,1478.84,0,2
Jharkhand,Dhanbad Rly.,2009,23.4652,85.1349,367,38,320,4,3,2,0.1035,0.8719,0.0109,0.0082,403.0,1478.84,0,2
Jharkhand,Dumka,2009,23.8202,85.4899,1519,504,423,185,34,373,0.3318,0.2785,0.1218,0.0224,1420.86,1478.84,1,2
Jharkhand,Garhwa,2009,23.4552,85.1249,1321,459,210,112,57,483,0.3475,0.159,0.0848,0.0431,1416.86,1478.84,1,2
Jharkhand,Giridih,2009,23.4852,85.1549,2564,399,653,141,36,1335,0.1556,0.2547,0.055,0.014,2649.29,1478.84,0,2
Jharkhand,Godda,2009,23.5752,85.2449,1236,374,352,105,18,387,0.3026,0.2848,0.085,0.0146,1609.36,1478.84,1,2
Jharkhand,Gumla,2009,23.5002,85.1699,926,444,226,98,42,116,0.4795,0.2441,0.1058,0.0454,892.21,1478.84,1,2
Jharkhand,Hazaribagh,2009,23.5352,85.2049,2409,468,906,116,56,863,0.1943,0.3761,0.0482,0.0232,2693.86,1478.84,0,2
Jharkhand,Jamshedpur,2009,23.8202,85.4899,4404,1324,2792,211,129,0,0.3006,0.634,0.0479,0.0293,3374.57,1478.84,1,2
Jharkhand,Jamshedpur Rly.,2009,23.3802,85.0499,384,45,329,5,8,0,0.1172,0.8568,0.013,0.0208,316.62,1478.84,0,2
Jharkhand,Jamtara,2009,23.6302,85.2999,449,85,139,80,30,115,0.1893,0.3096,0.1782,0.0668,675.86,1478.84,0,2
Jharkhand,Khunti,2009,23.3752,85.0449,340,152,88,16,3,81,0.4471,0.2588,0.0471,0.0088,366.12,1478.84,1,2
Jharkhand,Koderma,2009,23.8052,85.4749,987,88,281,70,56,492,0.0892,0.2847,0.0709,0.0567,957.29,1478.84,0,2
Jharkhand,Latehar,2009,23.6402,85.3099,658,207,128,38,18,267,0.3146,0.1945,0.0578,0.0274,545.14,1478.84,1,2
Jharkhand,Lohardagga,2009,23.8352,85.5049,472,99,141,60,21,151,0.2097,0.2987,0.1271,0.0445,511.86,1478.84,0,2
Jharkhand,Pakur,2009,23.4152,85.0849,693,261,134,140,18,140,0.3766,0.1934,0.202,0.026,735.0,1478.84,1,2
Jharkhand,Palamu,2009,23.5902,85.2599,1888,671,407,144,79,587,0.3554,0.2156,0.0763,0.0418,1862.36,1478.84,1,2
Jharkhand,Ramgarh,2009,23.4852,85.1549,1016,141,525,69,29,252,0.1388,0.5167,0.0679,0.0285,1132.12,1478.84,0,2
Jharkhand,Ranchi,2009,23.4002,85.0699,5476,1677,3356,225,167,51,0.3062,0.6129,0.0411,0.0305,4054.5,1478.84,1,2
Jharkhand,Sahebganj,2009,23.5702,85.2399,935,477,220,143,37,58,0.5102,0.2353,0.1529,0.0396,1001.5,1478.84,1,2
Jharkhand,Saraikela,2009,23.5452,85.2149,865,269,438,57,17,84,0.311,0.5064,0.0659,0.0197,907.36,1478.84,1,2
Jharkhand,Simdega,2009,23.4902,85.1599,312,161,45,37,11,58,0.516,0.1442,0.1186,0.0353,382.86,1478.84,1,2
Karnataka,Bagalkot,2009,15.1423,75.5389,2130,375,362,140,64,1189,0.1761,0.17,0.0657,0.03,2085.21,3861.99,0,1
Karnataka,Bangalore Commr.,2009,12.9716,77.5946,33383,4850,25052,798,3015,0,0.1453,0.7504,0.0239,0.0903,29768.46,3861.99,1,5
Karnataka,Bangalore Rural,2009,13.0827,77.5877,4384,878,1730,169,182,1425,0.2003,0.3946,0.0385,0.0415,6394.15,3861.99,0,5
Karnataka,Belgaum,2009,15.8497,74.4977,7315,1499,1410,619,262,3525,0.2049,0.1928,0.0846,0.0358,6176.23,3861.99,1,1
Karnataka,Bellary,2009,15.3773,75.7739,3209,573,805,170,74,1587,0.1786,0.2509,0.053,0.0231,3470.92,3861.99,0,1
Karnataka,Bidar,2009,15.5473,75.9439,3594,1031,447,146,50,1920,0.2869,0.1244,0.0406,0.0139,3835.29,3861.99,1,1
Karnataka,Bijapur,2009,15.1273,75.5239,3290,801,461,250,88,1690,0.2435,0.1401,0.076,0.0267,3119.69,3861.99,0,1
Karnataka,Cbpura,2009,15.1573,75.5539,1948,426,491,114,58,859,0.2187,0.2521,0.0585,0.0298,2284.83,3861.99,0,1
Karnataka,Chamarajnagar,2009,15.3773,75.7739,1661,499,374,121,25,642,0.3004,0.2252,0.0728,0.0151,1569.57,3861.99,1,1
Karnataka,Chickmagalur,2009,15.3073,75.7039,2915,882,506,195,56,1276,0.3026,0.1736,0.0669,0.0192,2881.54,3861.99,1,1
Karnataka,Chitradurga,2009,15.2373,75.6339,4122,1020,583,247,45,2227,0.2475,0.1414,0.0599,0.0109,3780.71,3861.99,1,1
Karnataka,Dakshin Kannada,2009,15.2273,75.6239,4187,597,886,159,150,2395,0.1426,0.2116,0.038,0.0358,3410.08,3861.99,0,1
Karnataka,Davanagere,2009,15.4473,75.8439,3259,574,791,246,76,1572,0.1761,0.2427,0.0755,0.0233,3117.5,3861.99,0,1
Karnataka,Dharwad Commr.,2009,15.4589,75.0078,2040,287,881,81,145,646,0.1407,0.4319,0.0397,0.0711,2015.85,3861.99,0,1
Karnataka,Dharwad Rural,2009,15.4589,75.0078,1278,235,140,71,13,819,0.1839,0.1095,0.0556,0.0102,1100.46,3861.99,0,1
Karnataka,Gadag,2009,15.2073,75.6039,1150,256,185,86,32,591,0.2226,0.1609,0.0748,0.0278,1044.43,3861.99,0,1
Karnataka,Gulbarga,2009,17.3297,76.8343,5984,1833,868,310,145,2828,0.3063,0.1451,0.0518,0.0242,4738.77,3861.99,1,1
Karnataka,Hassan,2009,15.2273,75.6239,5142,1424,965,237,85,2431,0.2769,0.1877,0.0461,0.0165,4868.29,3861.99,1,1
Karnataka,Haveri,2009,15.5423,75.9389,2139,357,363,110,27,1282,0.1669,0.1697,0.0514,0.0126,2106.14,3861.99,0,1
Karnataka,K.G.F.,2009,15.4423,75.8389,853,284,207,50,23,289,0.3329,0.2427,0.0586,0.027,889.71,3861.99,1,1
Karnataka,Kodagu,2009,15.1573,75.5539,1826,650,307,103,21,745,0.356,0.1681,0.0564,0.0115,1612.57,3861.99,1,1
Karnataka,Kolar,2009,15.4823,75.8789,1859,349,467,66,16,961,0.1877,0.2512,0.0355,0.0086,2708.36,3861.99,0,1
Karnataka,Koppal,2009,15.4823,75.8789,1916,277,289,122,42,1186,0.1446,0.1508,0.0637,0.0219,1626.21,3861.99,0,1
Karnataka,Mandya,2009,15.1123,75.5089,5491,1348,1257,250,84,2552,0.2455,0.2289,0.0455,0.0153,4832.36,3861.99,1,1
Karnataka,Mysore Commr.,2009,12.2958,76.6394,3183,531,1589,244,128,691,0.1668,0.4992,0.0767,0.0402,2644.23,3861.99,0,7
Karnataka,Mysore Rural,2009,15.1723,75.5689,3486,1009,787,263,31,1396,0.2894,0.2258,0.0754,0.0089,3334.23,3861.99,1,1
Karnataka,Raichur,2009,15.4623,75.8589,2907,629,300,277,76,1625,0.2164,0.1032,0.0953,0.0261,2843.86,3861.99,0,1
Karnataka,Railways,2009,15.4773,75.8739,1018,84,920,5,3,6,0.0825,0.9037,0.0049,0.0029,533.78,3861.99,0,1
Karnataka,Ramanagar,2009,15.4023,75.7989,4237,879,1273,167,60,1858,0.2075,0.3004,0.0394,0.0142,4340.43,3861.99,0,1
Karnataka,Shimoga,2009,15.2973,75.6939,5599,1466,1119,427,101,2486,0.2618,0.1999,0.0763,0.018,4813.07,3861.99,1,1
Karnataka,Tumkur,2009,15.4373,75.8339,4945,1020,1382,215,123,2205,0.2063,0.2795,0.0435,0.0249,4674.31,3861.99,1,1
Karnataka,Udupi,2009,15.4773,75.8739,2406,388,365,58,24,1571,0.1613,0.1517,0.0241,0.01,2361.21,3861.99,0,1
Karnataka,Uttar Kannada,2009,15.2673,75.6639,2603,410,219,137,48,1789,0.1575,0.0841,0.0526,0.0184,2550.46,3861.99,0,1
Kerala,Alapuzha,2009,10.8705,76.2911,7654,1317,828,444,244,4821,0.1721,0.1082,0.058,0.0319,8287.07,6956.6,1,7
Kerala,Ernakulam Commr.,2009,10.7805,76.2011,8758,399,711,185,283,7180,0.0456,0.0812,0.0211,0.0323,11281.08,6956.6,1,7
Kerala,Ernakulam Rural,2009,10.6405,76.0611,12350,1247,1351,343,146,9263,0.101,0.1094,0.0278,0.0118,13093.33,6956.6,1,7
Kerala,Idukki,2009,10.9005,76.3211,5150,1345,644,376,134,2651,0.2612,0.125,0.073,0.026,5225.29,6956.6,1,7
Kerala,Kannur,2009,10.6755,76.0961,6839,1373,566,485,212,4203,0.2008,0.0828,0.0709,0.031,6071.14,6956.6,1,7
Kerala,Kasargod,2009,10.7755,76.1961,3567,924,425,361,224,1633,0.259,0.1191,0.1012,0.0628,3680.5,6956.6,1,7
Kerala,Kollam,2009,10.9005,76.3211,9372,2111,1108,835,181,5137,0.2252,0.1182,0.0891,0.0193,9757.1,6956.6,1,7
Kerala,Kottayam,2009,11.0855,76.5061,7848,1790,1100,410,316,4232,0.2281,0.1402,0.0522,0.0403,9133.0,6956.6,1,7
Kerala,Kozhikode Commr.,2009,11.2588,75.7804,4005,689,808,271,176,2061,0.172,0.2017,0.0677,0.0439,4070.58,6956.6,0,7
Kerala,Kozhikode Rural,2009,11.2588,75.7804,5483,1270,516,471,192,3034,0.2316,0.0941,0.0859,0.035,5402.08,6956.6,1,7
Kerala,Malappuram,2009,10.7305,76.1511,6994,906,991,756,234,4107,0.1295,0.1417,0.1081,0.0335,9581.14,6956.6,1,7
Kerala,Palakkad,2009,10.8855,76.3061,8024,1197,683,521,264,5359,0.1492,0.0851,0.0649,0.0329,7667.93,6956.6,1,7
Kerala,Pathanamthitta,2009,10.7905,76.2111,5419,1080,588,324,114,3313,0.1993,0.1085,0.0598,0.021,5143.57,6956.6,1,7
Kerala,Railways,2009,11.0105,76.4311,423,52,365,11,3,0,0.1229,0.8629,0.026,0.0071,533.78,6956.6,0,7
Kerala,Thrissur,2009,10.5276,76.2144,10131,1224,1029,565,429,6884,0.1208,0.1016,0.0558,0.0423,10159.3,6956.6,1,7
Kerala,Trivandrum Commr.,2009,11.0655,76.4861,5906,1015,1457,362,404,2668,0.1719,0.2467,0.0613,0.0684,6642.08,6956.6,1,7
Kerala,Trivandrum Rural,2009,10.9805,76.4011,8308,2138,1229,778,248,3915,0.2573,0.1479,0.0936,0.0299,9163.5,6956.6,1,7
Kerala,Wayanadu,2009,11.0555,76.4761,2292,768,283,205,93,943,0.3351,0.1235,0.0894,0.0406,2612.0,6956.6,1,7
Madhya Pradesh,Alirajpur,2009,23.1684,78.8519,1277,426,153,86,20,592,0.3336,0.1198,0.0673,0.0157,1255.0,4043.21,1,11
Madhya Pradesh,Anuppur,2009,23.1484,78.8319,1327,239,244,193,27,624,0.1801,0.1839,0.1454,0.0203,1532.67,4043.21,0,11
Madhya Pradesh,Ashok Nagar,2009,22.8084,78.4919,2054,822,333,206,24,669,0.4002,0.1621,0.1003,0.0117,2402.67,4043.21,1,11
Madhya Pradesh,Balaghat,2009,22.9584,78.6419,2388,476,399,264,17,1232,0.1993,0.1671,0.1106,0.0071,2756.29,4043.21,0,11
Madhya Pradesh,Barwani,2009,22.9784,78.6619,1749,339,397,129,8,876,0.1938,0.227,0.0738,0.0046,2154.0,4043.21,0,11
Madhya Pradesh,Betul,2009,23.1484,78.8319,3174,524,614,503,42,1491,0.1651,0.1934,0.1585,0.0132,3384.64,4043.21,0,11
Madhya Pradesh,Bhind,2009,22.8084,78.4919,3674,1422,580,208,39,1425,0.387,0.1579,0.0566,0.0106,3720.86,4043.21,1,11
Madhya Pradesh,Bhopal,2009,23.2599,77.4126,15440,2854,6713,825,366,4682,0.1848,0.4348,0.0534,0.0237,14256.86,4043.21,1,11
Madhya Pradesh,Bhopal Rly.,2009,23.2599,77.4126,2118,52,2051,20,6,0,0.0246,0.9684,0.0094,0.0028,2207.85,4043.21,0,11
Madhya Pradesh,Burhanpur,2009,22.9334,78.6169,1175,139,269,108,11,648,0.1183,0.2289,0.0919,0.0094,1337.25,4043.21,0,11
Madhya Pradesh,Chhatarpur,2009,23.0184,78.7019,5047,904,879,408,76,2780,0.1791,0.1742,0.0808,0.0151,4310.21,4043.21,1,11
Madhya Pradesh,Chhindwara,2009,23.1184,78.8019,5172,1522,869,706,74,2001,0.2943,0.168,0.1365,0.0143,4551.93,4043.21,1,11
Madhya Pradesh,Damoh,2009,22.7384,78.4219,3130,1371,541,318,46,854,0.438,0.1728,0.1016,0.0147,2865.79,4043.21,1,11
Madhya Pradesh,Datiya,2009,23.1234,78.8069,2615,643,476,154,18,1324,0.2459,0.182,0.0589,0.0069,2282.85,4043.21,0,11
Madhya Pradesh,Dewas,2009,22.9584,78.6419,4790,599,1197,421,55,2518,0.1251,0.2499,0.0879,0.0115,5976.57,4043.21,0,11
Madhya Pradesh,Dhar,2009,15.4589,75.0078,5816,808,1155,493,52,3308,0.1389,0.1986,0.0848,0.0089,5475.86,4043.21,1,1
Madhya Pradesh,Dindori,2009,22.7284,78.4119,907,163,69,160,10,505,0.1797,0.0761,0.1764,0.011,1164.64,4043.21,0,11
Madhya Pradesh,Guna,2009,22.9584,78.6419,3133,1011,553,281,31,1257,0.3227,0.1765,0.0897,0.0099,3929.93,4043.21,1,11
Madhya Pradesh,Gwalior,2009,26.2183,78.1828,10029,1956,4621,561,148,2743,0.195,0.4608,0.0559,0.0148,9632.64,4043.21,1,11
Madhya Pradesh,Harda,2009,23.0384,78.7219,1379,539,348,82,7,403,0.3909,0.2524,0.0595,0.0051,1216.29,4043.21,1,11
Madhya Pradesh,Hoshangabad,2009,23.1584,78.8419,3562,674,908,343,30,1607,0.1892,0.2549,0.0963,0.0084,3558.0,4043.21,0,11
Madhya Pradesh,Indore,2009,22.7196,75.8577,18306,3265,8863,1111,199,4868,0.1784,0.4842,0.0607,0.0109,17902.79,4043.21,1,9
Madhya Pradesh,Indore Rly.,2009,22.7196,75.8577,447,14,433,1,1,0,0.0313,0.9687,0.0022,0.0022,423.23,4043.21,0,9
Madhya Pradesh,Jabalpur,2009,23.1815,79.9864,9990,1156,2581,691,148,5414,0.1157,0.2584,0.0692,0.0148,10225.29,4043.21,1,11
Madhya Pradesh,Jabalpur Rly.,2009,23.1815,79.9864,838,17,817,9,0,0,0.0203,0.9749,0.0107,0.0,752.15,4043.21,0,11
Madhya Pradesh,Jhabua,2009,23.1184,78.8019,1589,537,291,116,9,636,0.3379,0.1831,0.073,0.0057,2465.14,4043.21,1,11
Madhya Pradesh,Katni,2009,23.1084,78.7919,3038,1253,517,321,40,907,0.4124,0.1702,0.1057,0.0132,2956.36,4043.21,1,11
Madhya Pradesh,Khandwa,2009,22.8834,78.5669,3158,177,779,332,19,1851,0.056,0.2467,0.1051,0.006,3474.29,4043.21,0,11
Madhya Pradesh,Khargon,2009,22.9484,78.6319,4079,440,1221,288,31,2099,0.1079,0.2993,0.0706,0.0076,4077.08,4043.21,0,11
Madhya Pradesh,Mandla,2009,22.7384,78.4219,1654,309,194,167,15,969,0.1868,0.1173,0.101,0.0091,1911.57,4043.21,0,11
Madhya Pradesh,Mandsaur,2009,22.8484,78.5319,3445,392,795,313,52,1893,0.1138,0.2308,0.0909,0.0151,3357.79,4043.21,0,11
Madhya Pradesh,Morena,2009,22.8584,78.5419,4880,2111,888,248,36,1597,0.4326,0.182,0.0508,0.0074,5130.0,4043.21,1,11
Madhya Pradesh,Narsinghpur,2009,22.9434,78.6269,2689,1227,468,273,33,688,0.4563,0.174,0.1015,0.0123,2776.93,4043.21,1,11
Madhya Pradesh,Neemuch,2009,22.8684,78.5519,2040,695,718,155,23,449,0.3407,0.352,0.076,0.0113,2198.14,4043.21,1,11
Madhya Pradesh,Panna,2009,22.7284,78.4119,1682,371,349,192,30,740,0.2206,0.2075,0.1141,0.0178,1807.43,4043.21,0,11
Madhya Pradesh,Raisen,2009,22.8984,78.5819,3901,1699,659,436,27,1080,0.4355,0.1689,0.1118,0.0069,3823.0,4043.21,1,11
Madhya Pradesh,Rajgarh,2009,23.0634,78.7469,4429,533,832,374,77,2613,0.1203,0.1879,0.0844,0.0174,4586.93,4043.21,0,11
Madhya Pradesh,Ratlam,2009,23.0084,78.6919,3637,396,743,324,53,2121,0.1089,0.2043,0.0891,0.0146,3695.71,4043.21,0,11
Madhya Pradesh,Rewa,2009,23.0034,78.6869,5158,949,1407,389,69,2344,0.184,0.2728,0.0754,0.0134,5001.93,4043.21,1,11
Madhya Pradesh,Sagar,2009,23.2134,78.8969,8592,3109,1447,829,53,3154,0.3618,0.1684,0.0965,0.0062,7907.64,4043.21,1,11
Madhya Pradesh,Satna,2009,23.1784,78.8619,5704,1347,1321,643,53,2340,0.2362,0.2316,0.1127,0.0093,5458.5,4043.21,1,11
